LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate
51,2015-10-18,"18:01:53,447",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,maxTaskFailuresPerNode is 3,e0afaf2b,<*> <*> <*> 
52,2015-10-18,"18:01:53,447",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,blacklistDisablePercent is 33,e0afaf2b,<*> <*> <*> 
53,2015-10-18,"18:01:53,510",INFO,Socket Reader #1 for port 62270,org.apache.hadoop.ipc.Server,Starting Socket Reader #1 for port 62270,396197a5,<*> <*> <*> <*> 1 for port <*> 
54,2015-10-18,"18:01:53,510",INFO,IPC Server listener on 62270,org.apache.hadoop.ipc.Server,IPC Server listener on 62270: starting,05cdeab1,<*> <*> <*> on <*> : <*> 
55,2015-10-18,"18:01:53,510",INFO,IPC Server Responder,org.apache.hadoop.ipc.Server,IPC Server Responder: starting,80768c28,<*> <*> <*> : <*> 
56,2015-10-18,"18:01:53,557",INFO,main,org.apache.hadoop.yarn.client.RMProxy,Connecting to ResourceManager at msra-sa-41/10.190.173.170:8030,670ef093,<*> to <*> <*> <*> 
57,2015-10-18,"18:01:53,713",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"maxContainerCapability: <memory:8192, vCores:32>",07a38c88,"<*> : < <*> , <*> > "
58,2015-10-18,"18:01:53,713",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,queue: default,b71b3bfe,<*> : <*> 
59,2015-10-18,"18:01:53,713",INFO,main,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Upper limit on the thread pool size is 500,61ff41f4,<*> <*> on <*> <*> <*> <*> <*> <*> 
60,2015-10-18,"18:01:53,713",INFO,main,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,yarn.client.max-cached-nodemanagers-proxies : 0,665f92bf,<*> : 0 
61,2015-10-18,"18:01:53,744",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_1445144423722_0020Job Transitioned from INITED to SETUP,97a083fa,<*> <*> from <*> to <*> 
62,2015-10-18,"18:01:53,775",INFO,CommitterEvent Processor #0,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Processing the event EventType: JOB_SETUP,723ffafc,<*> <*> <*> <*> : <*> 
63,2015-10-18,"18:01:53,822",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_1445144423722_0020Job Transitioned from SETUP to RUNNING,97a083fa,<*> <*> from <*> to <*> 
>>>>>>> 17dbc0f44939c79a5e0f30850bdc8a9edfb42fea
64,2015-10-18,"18:01:53,838",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e2475fb5,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack 
65,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,5afe8566,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack 
66,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000000 Task Transitioned from NEW to SCHEDULED,ec5bd6a0,<*> Task Transitioned from NEW to SCHEDULED 
67,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e2475fb5,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack 
68,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,5afe8566,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack 
69,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000001 Task Transitioned from NEW to SCHEDULED,ec5bd6a0,<*> Task Transitioned from NEW to SCHEDULED 
70,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e2475fb5,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack 
71,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,5afe8566,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack 
72,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000002 Task Transitioned from NEW to SCHEDULED,ec5bd6a0,<*> Task Transitioned from NEW to SCHEDULED 
73,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e2475fb5,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack 
74,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,5afe8566,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack 
75,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000003 Task Transitioned from NEW to SCHEDULED,ec5bd6a0,<*> Task Transitioned from NEW to SCHEDULED 
76,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e2475fb5,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack 
<<<<<<< HEAD
77,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,fd867894,<*> <*> to <*> 
78,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000004 Task Transitioned from NEW to SCHEDULED,b012c15e,task_1445144423722_0020_m_000004 Task Transitioned from NEW to SCHEDULED 
79,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e2475fb5,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack 
80,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,fd867894,<*> <*> to <*> 
81,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000005 Task Transitioned from NEW to SCHEDULED,93bc48f2,task_1445144423722_0020_m_000005 Task Transitioned from NEW to SCHEDULED 
=======
77,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,5afe8566,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack 
78,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000004 Task Transitioned from NEW to SCHEDULED,ec5bd6a0,<*> Task Transitioned from NEW to SCHEDULED 
79,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e2475fb5,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack 
80,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,5afe8566,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack 
81,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000005 Task Transitioned from NEW to SCHEDULED,ec5bd6a0,<*> Task Transitioned from NEW to SCHEDULED 
>>>>>>> 17dbc0f44939c79a5e0f30850bdc8a9edfb42fea
82,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e2475fb5,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack 
83,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,5afe8566,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack 
84,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000006 Task Transitioned from NEW to SCHEDULED,ec5bd6a0,<*> Task Transitioned from NEW to SCHEDULED 
85,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e2475fb5,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack 
86,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,5afe8566,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack 
87,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000007 Task Transitioned from NEW to SCHEDULED,ec5bd6a0,<*> Task Transitioned from NEW to SCHEDULED 
88,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e2475fb5,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack 
89,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,5afe8566,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack 
90,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000008 Task Transitioned from NEW to SCHEDULED,ec5bd6a0,<*> Task Transitioned from NEW to SCHEDULED 
91,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,e2475fb5,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack 
92,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,5afe8566,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack 
93,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000009 Task Transitioned from NEW to SCHEDULED,ec5bd6a0,<*> Task Transitioned from NEW to SCHEDULED 
94,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_r_000000 Task Transitioned from NEW to SCHEDULED,ec5bd6a0,<*> Task Transitioned from NEW to SCHEDULED 
95,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from NEW to UNASSIGNED,d6dd803a,attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from NEW to UNASSIGNED 
96,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from NEW to UNASSIGNED,2186c393,attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from NEW to UNASSIGNED 
97,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000002_0 TaskAttempt Transitioned from NEW to UNASSIGNED,a250f057,attempt_1445144423722_0020_m_000002_0 TaskAttempt Transitioned from NEW to UNASSIGNED 
98,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000003_0 TaskAttempt Transitioned from NEW to UNASSIGNED,48140d00,attempt_1445144423722_0020_m_000003_0 TaskAttempt Transitioned from NEW to UNASSIGNED 
99,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000004_0 TaskAttempt Transitioned from NEW to UNASSIGNED,3b065f72,attempt_1445144423722_0020_m_000004_0 TaskAttempt Transitioned from NEW to UNASSIGNED 
100,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000005_0 TaskAttempt Transitioned from NEW to UNASSIGNED,6e328cd8,attempt_1445144423722_0020_m_000005_0 TaskAttempt Transitioned from NEW to UNASSIGNED 
101,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000006_0 TaskAttempt Transitioned from NEW to UNASSIGNED,10df6f05,attempt_1445144423722_0020_m_000006_0 TaskAttempt Transitioned from NEW to UNASSIGNED 
102,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000007_0 TaskAttempt Transitioned from NEW to UNASSIGNED,2eaa4c46,attempt_1445144423722_0020_m_000007_0 TaskAttempt Transitioned from NEW to UNASSIGNED 
103,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000008_0 TaskAttempt Transitioned from NEW to UNASSIGNED,454a275a,attempt_1445144423722_0020_m_000008_0 TaskAttempt Transitioned from NEW to UNASSIGNED 
104,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000009_0 TaskAttempt Transitioned from NEW to UNASSIGNED,9d75f796,attempt_1445144423722_0020_m_000009_0 TaskAttempt Transitioned from NEW to UNASSIGNED 
105,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_r_000000_0 TaskAttempt Transitioned from NEW to UNASSIGNED,574aca2a,<*> TaskAttempt Transitioned from NEW to UNASSIGNED 
106,2015-10-18,"18:01:53,885",INFO,Thread-50,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"mapResourceRequest:<memory:1024, vCores:1>",07a38c88,"<*> : < <*> , <*> > "
107,2015-10-18,"18:01:53,900",INFO,eventHandlingThread,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,"Event Writer setup for JobId: job_1445144423722_0020, File: hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist",4d5bfadd,"<*> <*> <*> for <*> : job_1445144423722_0020 , <*> : <*> : <*> "
108,2015-10-18,"18:01:53,900",INFO,Thread-50,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"reduceResourceRequest:<memory:1024, vCores:1>",07a38c88,"<*> : < <*> , <*> > "
109,2015-10-18,"18:01:54,791",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Before Scheduling: PendingReds:1 ScheduledMaps:10 ScheduledReds:0 AssignedMaps:0 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:0 ContRel:0 HostLocal:0 RackLocal:0,d46b2286,<*> Scheduling : PendingReds:1 <*> ScheduledReds:0 <*> AssignedReds:0 <*> CompletedReds:0 <*> <*> <*> <*> 
110,2015-10-18,"18:01:54,838",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:10240, vCores:-17> knownNMs=4",6577e66a,"getResources ( ) for application_1445144423722_0020 : <*> release= 0 <*> <*> resourcelimit= < <*> , vCores : <*> > knownNMs=4 "
111,2015-10-18,"18:01:54,853",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:10240, vCores:-17>",909d0075,"Recalculating schedule , headroom= < <*> , vCores : <*> > "
112,2015-10-18,"18:01:54,853",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,2fc873d8,Reduce slow start threshold not met . completedMapsForReduceSlowstart 1 
113,2015-10-18,"18:01:55,854",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:10240, vCores:-17>",909d0075,"Recalculating schedule , headroom= < <*> , vCores : <*> > "
114,2015-10-18,"18:01:55,854",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,2fc873d8,Reduce slow start threshold not met . completedMapsForReduceSlowstart 1 
115,2015-10-18,"18:01:56,916",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Got allocated containers 1,ed2b6473,<*> <*> <*> 1 
116,2015-10-18,"18:01:56,916",INFO,RMCommunicator Allocator,org.apache.hadoop.yarn.util.RackResolver,Resolved 04DN8IQ.fareast.corp.microsoft.com to /default-rack,4f4e6dc8,Resolved 04DN8IQ.fareast.corp.microsoft.com to /default-rack 
<<<<<<< HEAD
117,2015-10-18,"18:01:56,916",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Assigned container container_1445144423722_0020_01_000002 to attempt_1445144423722_0020_m_000000_0,bfbc46fe,Assigned container <*> to <*> 
118,2015-10-18,"18:01:56,916",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:8192, vCores:-19>",df318b30,"Recalculating schedule , headroom= < memory:8192 , vCores : -19 > "
=======
117,2015-10-18,"18:01:56,916",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Assigned container container_1445144423722_0020_01_000002 to attempt_1445144423722_0020_m_000000_0,9a957b44,<*> container <*> to <*> 
118,2015-10-18,"18:01:56,916",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:8192, vCores:-19>",909d0075,"Recalculating schedule , headroom= < <*> , vCores : <*> > "
>>>>>>> 17dbc0f44939c79a5e0f30850bdc8a9edfb42fea
119,2015-10-18,"18:01:56,916",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,2fc873d8,Reduce slow start threshold not met . completedMapsForReduceSlowstart 1 
120,2015-10-18,"18:01:56,916",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:1 ScheduledMaps:9 ScheduledReds:0 AssignedMaps:1 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:1 ContRel:0 HostLocal:0 RackLocal:1,7a08ccdd,After Scheduling : PendingReds:1 <*> ScheduledReds:0 <*> AssignedReds:0 <*> CompletedReds:0 <*> <*> <*> <*> 
121,2015-10-18,"18:01:57,072",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved 04DN8IQ.fareast.corp.microsoft.com to /default-rack,4f4e6dc8,Resolved 04DN8IQ.fareast.corp.microsoft.com to /default-rack 
<<<<<<< HEAD
122,2015-10-18,"18:01:57,104",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,The job-jar file on the remote FS is hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.jar,f58184c5,The job-jar file on the remote FS is hdfs : //msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.jar 
