Token,Cluster,Frequence,Type
Ignoring,13,2,VARIABLE
698501.213099,40,1,VARIABLE
34623,32,1,VARIABLE
698596.169927,166,1,VARIABLE
34268,106,1,VARIABLE
1999,184,3,STATIC
31785,196,1,STATIC
5,13,1,VARIABLE
Sandbox,109,2,STATIC
<,109,3,STATIC
*,109,3,STATIC
>,109,3,STATIC
(,109,4,STATIC
34309,109,1,STATIC
),109,4,STATIC
deny,109,2,STATIC
1,109,2,STATIC
network-outbound,109,2,STATIC
/private/var/run/mDNSResponder,109,2,STATIC
ARPT,91,3,STATIC
698894.284410,91,1,VARIABLE
wl0,91,3,STATIC
MDNS,91,3,STATIC
IPV6,91,3,STATIC
Addr,91,3,STATIC
fe80:0:0:0,91,3,STATIC
c6b3:1ff,91,3,STATIC
fecd:467f,91,3,STATIC
698896.274509,125,1,VARIABLE
698896.831598,197,1,VARIABLE
ARPT,122,3,STATIC
:,122,14,STATIC
698898.741521,122,1,VARIABLE
AirPort_Brcm43xx,122,3,STATIC
:powerChange,122,3,STATIC
System,122,3,STATIC
Wake,122,6,STATIC
-,122,3,STATIC
Full,122,3,STATIC
Wake/,122,3,STATIC
Dark,122,3,STATIC
/,122,3,STATIC
Maintenance,122,3,STATIC
wake,122,3,STATIC
29590,196,1,STATIC
34326,109,1,STATIC
28123,81,1,VARIABLE
1077,155,1,VARIABLE
<,113,5,STATIC
*,113,5,STATIC
>,113,5,STATIC
:,113,8,STATIC
scheduler_evaluate_activity,113,5,STATIC
told,113,5,STATIC
me,113,5,STATIC
to,113,5,STATIC
run,113,5,STATIC
this,113,5,STATIC
job,113,5,STATIC
;,113,5,STATIC
however,113,5,STATIC
",",113,5,STATIC
but,113,5,STATIC
the,113,5,STATIC
start,113,5,STATIC
time,113,5,STATIC
is,113,5,STATIC
n't,113,5,STATIC
for,113,8,STATIC
192946,113,1,VARIABLE
seconds,113,5,STATIC
.,113,13,STATIC
Ignoring,113,5,STATIC
699244.827573,75,1,VARIABLE
2935131210,75,1,VARIABLE
3049709979,75,1,VARIABLE
699246.920246,171,1,VARIABLE
699300.508954,166,1,VARIABLE
23884,78,1,VARIABLE
190238,60,1,VARIABLE
23852,78,1,VARIABLE
699352.804212,75,1,VARIABLE
2794574676,75,1,VARIABLE
1746081928,75,1,VARIABLE
189428,60,1,VARIABLE
1852,150,1,STATIC
1847,150,1,STATIC
699408.252331,55,1,VARIABLE
v4,43,1,VARIABLE
en0-,43,1,VARIABLE
c6b3:1ff,43,2,STATIC
fecd:467f,43,2,STATIC
34429,87,1,VARIABLE
699456.025397,152,1,VARIABLE
63572,152,1,VARIABLE
21875,15,1,STATIC
<,161,2,STATIC
*,161,2,STATIC
>,161,2,STATIC
:,161,17,STATIC
scheduler_evaluate_activity,161,2,STATIC
told,161,2,STATIC
me,161,2,STATIC
to,161,7,STATIC
run,161,2,STATIC
this,161,2,STATIC
job,161,2,STATIC
;,161,2,STATIC
however,161,2,STATIC
",",161,2,STATIC
but,161,2,STATIC
the,161,2,STATIC
start,161,2,STATIC
time,161,2,STATIC
is,161,2,STATIC
n't,161,2,STATIC
for,161,2,STATIC
215,161,2,STATIC
seconds,161,2,STATIC
.,161,4,STATIC
Ignoring,161,2,STATIC
<,159,3,STATIC
*,159,3,STATIC
>,159,3,STATIC
scheduler_evaluate_activity,159,3,STATIC
told,159,3,STATIC
me,159,3,STATIC
to,159,3,STATIC
run,159,3,STATIC
this,159,3,STATIC
job,159,3,STATIC
;,159,3,STATIC
however,159,3,STATIC
",",159,3,STATIC
but,159,3,STATIC
the,159,3,STATIC
start,159,3,STATIC
time,159,3,STATIC
is,159,3,STATIC
n't,159,3,STATIC
for,159,3,STATIC
6,159,1,VARIABLE
seconds,159,3,STATIC
Ignoring,159,3,STATIC
187547,60,1,VARIABLE
network,134,1,VARIABLE
changed,134,1,VARIABLE
DNS,134,1,VARIABLE
*,134,1,VARIABLE
Supported,-1,2,VARIABLE
channels,-1,2,VARIABLE
2,-1,2,VARIABLE
3,-1,2,VARIABLE
4,-1,2,VARIABLE
5,-1,2,VARIABLE
6,-1,2,VARIABLE
7,-1,2,VARIABLE
8,-1,2,VARIABLE
9,-1,2,VARIABLE
10,-1,2,VARIABLE
11,-1,2,VARIABLE
12,-1,2,VARIABLE
13,-1,2,VARIABLE
36,-1,2,VARIABLE
40,-1,2,VARIABLE
44,-1,2,VARIABLE
48,-1,2,VARIABLE
52,-1,2,VARIABLE
56,-1,2,VARIABLE
60,-1,2,VARIABLE
64,-1,2,VARIABLE
100,-1,2,VARIABLE
104,-1,2,VARIABLE
108,-1,2,VARIABLE
112,-1,2,VARIABLE
116,-1,2,VARIABLE
120,-1,2,VARIABLE
124,-1,2,VARIABLE
128,-1,2,VARIABLE
132,-1,2,VARIABLE
136,-1,2,VARIABLE
140,-1,2,VARIABLE
144,-1,2,VARIABLE
149,-1,2,VARIABLE
153,-1,2,VARIABLE
157,-1,2,VARIABLE
161,-1,2,VARIABLE
165,-1,2,VARIABLE
186599,60,1,VARIABLE
520871064.1,57,1,VARIABLE
en0,169,6,STATIC
:,169,8,STATIC
BSSID,169,6,STATIC
changed,169,6,STATIC
to,169,6,STATIC
5c:50:15:4c:18:13,169,5,STATIC
185770,60,1,VARIABLE
9995,164,1,VARIABLE
699815.080622,91,1,VARIABLE
699878.306468,186,1,VARIABLE
183327,113,2,STATIC
699925.384446,82,1,VARIABLE
4253304142,82,1,VARIABLE
3255241453,82,1,VARIABLE
182511,113,1,VARIABLE
tcp_connection_handle_connect_conditions_bad,147,2,VARIABLE
21983,147,1,VARIABLE
failed,147,2,VARIABLE
-,147,4,STATIC
No,147,2,VARIABLE
network,147,5,STATIC
route,147,2,VARIABLE
181657,113,1,VARIABLE
scheduler_evaluate_activity,140,4,VARIABLE
told,140,4,VARIABLE
me,140,4,VARIABLE
to,140,19,STATIC
run,140,4,VARIABLE
this,140,10,STATIC
job,140,4,VARIABLE
;,140,4,VARIABLE
however,140,4,VARIABLE
",",140,32,STATIC
but,140,4,VARIABLE
the,140,10,STATIC
start,140,4,VARIABLE
time,140,4,VARIABLE
is,140,4,VARIABLE
n't,140,4,VARIABLE
for,140,4,VARIABLE
5144,140,1,VARIABLE
seconds,140,4,VARIABLE
.,140,14,STATIC
Ignoring,140,4,VARIABLE
21993,147,1,VARIABLE
FA||Url||taskID,187,3,STATIC
[,187,9,STATIC
2019353444,187,1,STATIC
],187,9,STATIC
dealloc,187,3,STATIC
<,12,3,STATIC
*,12,3,STATIC
>,12,3,STATIC
:,12,5,STATIC
scheduler_evaluate_activity,12,3,STATIC
told,12,3,STATIC
me,12,3,STATIC
to,12,3,STATIC
run,12,3,STATIC
this,12,3,STATIC
job,12,3,STATIC
;,12,3,STATIC
however,12,3,STATIC
",",12,7,STATIC
but,12,3,STATIC
the,12,3,STATIC
start,12,3,STATIC
time,12,5,STATIC
is,12,3,STATIC
n't,12,3,STATIC
for,12,3,STATIC
138,12,1,STATIC
seconds,12,3,STATIC
.,12,6,STATIC
Ignoring,12,3,STATIC
12051,162,1,STATIC
2017-07-04,96,1,VARIABLE
09:42:57.924,96,1,VARIABLE
34603/0x700000323000,96,1,VARIABLE
+,96,1,VARIABLE
KSCodeSigningVerification,96,2,VARIABLE
verifyBundle,96,1,VARIABLE
applicationId,96,1,VARIABLE
error,96,1,VARIABLE
verifying,96,1,VARIABLE
code,96,1,VARIABLE
signing,96,1,VARIABLE
'/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon,96,1,VARIABLE
',96,2,VARIABLE
with,96,1,VARIABLE
the,96,1,VARIABLE
requirement,96,1,VARIABLE
'anchor,96,1,VARIABLE
apple,96,1,VARIABLE
generic,96,1,VARIABLE
and,96,4,VARIABLE
certificate,96,3,VARIABLE
1,96,1,VARIABLE
exists,96,2,VARIABLE
leaf,96,2,VARIABLE
subject.OU,96,1,VARIABLE
=,96,1,VARIABLE
'',96,4,VARIABLE
EQHXZ8M8AV,96,1,VARIABLE
identifier=,96,1,VARIABLE
2017-07-04,-1,1,VARIABLE
09:42:58.121,-1,1,VARIABLE
ksfetch,-1,3,VARIABLE
34604/0x7fff79824000,-1,1,VARIABLE
lvl=2,-1,2,VARIABLE
main,-1,2,VARIABLE
done,-1,1,VARIABLE
fetching,-1,1,VARIABLE
700254.389213,82,1,VARIABLE
2502126767,82,1,VARIABLE
2906384231,82,1,VARIABLE
700256.949512,94,1,VARIABLE
ARPT,42,6,STATIC
700311.376442,42,1,VARIABLE
wl0,42,6,STATIC
MDNS,42,6,STATIC
IPV6,42,6,STATIC
Addr,42,6,STATIC
2607,42,6,STATIC
f140:6000:8,42,6,STATIC
c6b3:1ff,42,6,STATIC
fecd:467f,42,6,STATIC
700311.376459,97,1,VARIABLE
11173,162,1,STATIC
DNS+,-1,1,VARIABLE
Proxy+,-1,1,VARIABLE
1737,13,1,VARIABLE
-,25,2,STATIC
[,25,2,STATIC
SOAPParser:0x7f82b1f24e50,25,1,VARIABLE
parser,25,2,STATIC
didStartElement,25,2,STATIC
namespaceURI,25,2,STATIC
qualifiedName,25,2,STATIC
attributes,25,2,STATIC
],25,2,STATIC
Type,25,2,STATIC
not,25,3,STATIC
found,25,2,STATIC
in,25,3,STATIC
EWSItemType,25,2,STATIC
for,25,3,STATIC
ExchangePersonIdGuid,25,4,STATIC
(,25,2,STATIC
t,25,2,STATIC
),25,2,STATIC
10:13:05.044,155,1,VARIABLE
10319,162,1,STATIC
43063,80,1,VARIABLE
8416,81,1,VARIABLE
<,132,5,STATIC
*,132,5,STATIC
>,132,5,STATIC
scheduler_evaluate_activity,132,5,STATIC
told,132,5,STATIC
me,132,5,STATIC
run,132,5,STATIC
this,132,5,STATIC
job,132,5,STATIC
;,132,5,STATIC
however,132,5,STATIC
but,132,5,STATIC
the,132,5,STATIC
start,132,7,STATIC
time,132,5,STATIC
n't,132,5,STATIC
for,132,5,STATIC
8500,132,1,STATIC
seconds,132,5,STATIC
.,132,10,STATIC
Ignoring,132,5,STATIC
34685,106,1,VARIABLE
700626.024536,42,1,VARIABLE
7615,159,1,VARIABLE
1609,60,1,VARIABLE
700687.112611,125,1,VARIABLE
11:10:58.940,137,1,VARIABLE
5970,81,1,VARIABLE
172284,16,1,VARIABLE
CCFile,21,4,STATIC
:captureLog,21,4,STATIC
Received,21,4,STATIC
Capture,21,4,STATIC
notice,21,4,STATIC
id,21,4,STATIC
1499192921.020010,21,1,VARIABLE
",",21,9,STATIC
reason,21,4,STATIC
=,21,4,STATIC
AssocFail,21,3,STATIC
sts:5_rsn:0,21,1,VARIABLE
5688,81,1,VARIABLE
"2017-07-04_11,29,09.994819",85,2,STATIC
-CCIOReporter-005.xml,85,2,STATIC
"2017-07-04_11,29,10.144779",105,2,STATIC
700863.801551,65,1,VARIABLE
34738,106,1,VARIABLE
700919.494551,65,1,VARIABLE
1878,183,1,VARIABLE
170391,16,1,VARIABLE
700980.255260,183,1,VARIABLE
2955519239,183,1,VARIABLE
2597833420,183,1,VARIABLE
IO80211AWDLPeerManager,131,2,VARIABLE
34830,106,1,VARIABLE
34830,203,1,VARIABLE
12:08:23.866,165,1,VARIABLE
12:13:40.079,74,1,VARIABLE
<,74,8,STATIC
Boss,74,2,STATIC
>,74,8,STATIC
figPlaybackBossPrerollCompleted,74,2,STATIC
unexpected,74,2,STATIC
preroll-complete,74,2,STATIC
notification,74,2,STATIC
12:19:03.575,165,1,VARIABLE
extension,138,1,VARIABLE
-,138,1,VARIABLE
(,138,1,VARIABLE
null,138,1,VARIABLE
),138,1,VARIABLE
12:25:26.551,74,1,VARIABLE
702237.246510,152,1,VARIABLE
49218,152,1,VARIABLE
1499196895.670989,194,1,VARIABLE
168082,16,1,VARIABLE
SOAPParser:0x7fc7025b2810,147,1,VARIABLE
parser,147,2,VARIABLE
didStartElement,147,2,VARIABLE
namespaceURI,147,2,VARIABLE
qualifiedName,147,2,VARIABLE
attributes,147,2,VARIABLE
Type,147,2,VARIABLE
not,147,2,VARIABLE
found,147,2,VARIABLE
in,147,2,VARIABLE
EWSItemType,147,2,VARIABLE
for,147,2,VARIABLE
ExchangePersonIdGuid,147,4,STATIC
t,147,2,VARIABLE
ARPT,110,4,STATIC
702351.279867,110,1,VARIABLE
wl0,110,4,STATIC
setup_keepalive,110,4,STATIC
interval,110,4,STATIC
900,110,4,STATIC
",",110,9,STATIC
retry_interval,110,4,STATIC
30,110,4,STATIC
retry_count,110,4,STATIC
10,110,4,STATIC
177,12,1,STATIC
<,31,6,STATIC
*,31,6,STATIC
>,31,6,STATIC
:,31,8,STATIC
scheduler_evaluate_activity,31,6,STATIC
told,31,6,STATIC
me,31,6,STATIC
to,31,6,STATIC
run,31,6,STATIC
this,31,6,STATIC
job,31,6,STATIC
;,31,6,STATIC
however,31,6,STATIC
",",31,6,STATIC
but,31,6,STATIC
the,31,6,STATIC
start,31,6,STATIC
time,31,6,STATIC
is,31,6,STATIC
n't,31,6,STATIC
for,31,8,STATIC
1769,31,1,VARIABLE
seconds,31,6,STATIC
.,31,14,STATIC
Ignoring,31,6,STATIC
702415.308381,151,1,VARIABLE
13:43:06.901,165,1,VARIABLE
[,21,3,STATIC
Accounts,21,2,STATIC
],21,3,STATIC
Current,21,2,STATIC
0x7fda74805bf0,21,1,VARIABLE
487,21,1,VARIABLE
does,21,2,STATIC
n't,21,3,STATIC
have,21,2,STATIC
account,21,2,STATIC
access,21,2,STATIC
.,21,2,STATIC
[,192,9,STATIC
Accounts,192,2,VARIABLE
],192,9,STATIC
Failed,192,2,VARIABLE
to,192,2,VARIABLE
update,192,2,VARIABLE
account,192,2,VARIABLE
with,192,3,STATIC
identifier,192,2,VARIABLE
76FE6715-3D27-4F21-AA35-C88C1EA820E8,192,2,VARIABLE
",",192,13,STATIC
error,192,3,STATIC
:,192,24,STATIC
Error,192,3,STATIC
Domain=ABAddressBookErrorDomain,192,2,VARIABLE
Code=1002,192,2,VARIABLE
``,192,5,STATIC
(,192,3,STATIC
null,192,3,STATIC
),192,3,STATIC
'',192,5,STATIC
[,35,4,STATIC
14:19:40.459,35,1,VARIABLE
],35,4,STATIC
<,35,18,STATIC
Boss,35,4,STATIC
>,35,18,STATIC
figPlaybackBossPrerollCompleted,35,4,STATIC
:,35,4,STATIC
unexpected,35,4,STATIC
preroll-complete,35,4,STATIC
notification,35,4,STATIC
14:33:25.556,69,1,VARIABLE
Session,196,3,STATIC
101921,196,1,STATIC
created,196,1,STATIC
14:36:08.077,35,1,VARIABLE
14:39:45.538,35,1,VARIABLE
14:43:39.854,69,1,VARIABLE
2017-07-04,181,1,VARIABLE
15:03:53.270,181,1,VARIABLE
GoogleSoftwareUpdateAgent,181,3,STATIC
[,181,9,STATIC
35018/0x7000002a0000,181,1,VARIABLE
],181,9,STATIC
lvl=2,181,3,STATIC
-,181,3,STATIC
KSOutOfProcessFetcher,181,6,STATIC
(,181,3,STATIC
PrivateMethods,181,3,STATIC
),181,3,STATIC
helperDidTerminate,181,3,STATIC
fetch,181,3,STATIC
ended,181,3,STATIC
for,181,6,STATIC
URL,181,3,STATIC
``,181,3,STATIC
https,181,3,STATIC
//,181,3,STATIC
<,181,5,STATIC
*,181,5,STATIC
>,181,5,STATIC
/service/update2,181,3,STATIC
?,181,3,STATIC
cup2hreq=a70d6372a4e45a6cbba61cd7f057c79bf73c79db1b1951dc17c605e870f0419b,181,1,VARIABLE
&,181,3,STATIC
cup2key=7:934679018,181,1,VARIABLE
'',181,3,STATIC
NETWORK,103,5,STATIC
requery,103,5,STATIC
",",103,50,STATIC
0,103,25,STATIC
300,103,2,VARIABLE
items,103,5,STATIC
fQueryRetries,103,5,STATIC
fLastRetryTimestamp,103,5,STATIC
520899307.1,103,1,VARIABLE
-,189,3,STATIC
[,189,4,STATIC
ISGenerateImageOp,189,2,STATIC
generateImageWithCompletion,189,2,STATIC
:,189,15,STATIC
],189,4,STATIC
Failed,189,2,STATIC
to,189,2,STATIC
composit,189,2,STATIC
image,189,2,STATIC
for,189,5,STATIC
descriptor,189,2,STATIC
<,189,2,STATIC
ISBindingImageDescriptor,189,2,STATIC
0x7f995060af50,189,1,VARIABLE
>,189,2,STATIC
.,189,5,STATIC
0x7f9950411670,22,1,STATIC
15:47:25.614,35,1,VARIABLE
35110,87,2,STATIC
711599.232230,122,1,VARIABLE
4045,80,1,VARIABLE
kern_open_file_for_direct_io,11,2,STATIC
took,11,1,STATIC
6,11,1,STATIC
ms,11,1,STATIC
151433,16,1,VARIABLE
3226,196,1,STATIC
17:13:03.545,78,1,VARIABLE
711749.913729,55,1,VARIABLE
711752.511718,122,1,VARIABLE
17:26:44.228,137,1,VARIABLE
Scanning,137,3,STATIC
mode,137,3,STATIC
Contacts,137,3,STATIC
Only,137,3,STATIC
35150,87,1,VARIABLE
711979.641310,110,1,VARIABLE
40,154,2,STATIC
712221.085635,54,1,VARIABLE
70582765,54,1,VARIABLE
3488103719,54,1,VARIABLE
358,54,1,VARIABLE
42431,80,1,VARIABLE
18:35:05.187,137,1,VARIABLE
0xE0000320,94,1,VARIABLE
712526.783763,110,1,VARIABLE
712530.297675,102,1,VARIABLE
CGXDisplayDidWakeNotification,48,3,STATIC
712572581805245,48,1,VARIABLE
posting,48,3,STATIC
kCGSDisplayDidWake,48,3,STATIC
712604.204993,91,1,VARIABLE
Peripheral,28,3,STATIC
Sandbox,66,3,STATIC
:,66,5,STATIC
35229,66,1,STATIC
deny,66,3,STATIC
1,66,3,STATIC
network-outbound,66,3,STATIC
/private/var/run/mDNSResponder,66,3,STATIC
1867,183,1,VARIABLE
36678,32,1,VARIABLE
35250,66,1,STATIC
139865,145,1,VARIABLE
712915.870808,126,1,VARIABLE
712918.575461,55,1,VARIABLE
712921.782306,151,1,VARIABLE
139095,145,1,VARIABLE
35003,132,1,STATIC
139057,145,1,VARIABLE
-,100,2,VARIABLE
[,100,2,VARIABLE
UABestAppSuggestionManager,100,2,VARIABLE
notifyBestAppChanged,100,2,VARIABLE
type,100,2,VARIABLE
options,100,2,VARIABLE
bundleIdentifier,100,2,VARIABLE
activityType,100,2,VARIABLE
dynamicIdentifier,100,2,VARIABLE
when,100,2,VARIABLE
confidence,100,2,VARIABLE
deviceName,100,2,VARIABLE
deviceIdentifier,100,2,VARIABLE
deviceType,100,2,VARIABLE
],100,2,VARIABLE
(,100,14,STATIC
null,100,12,STATIC
),100,14,STATIC
UASuggestedActionType=0,100,2,VARIABLE
/,100,4,STATIC
opts=,100,2,VARIABLE
when=2017-07-05,100,1,VARIABLE
03:51:50,100,1,VARIABLE
+0000,100,2,VARIABLE
confidence=1,100,2,VARIABLE
from=,100,2,VARIABLE
UABestAppSuggestionManager.m,100,2,VARIABLE
#,100,2,VARIABLE
319,100,2,VARIABLE
712997.981881,54,1,VARIABLE
20:54:03.455,-1,1,VARIABLE
138144,145,1,VARIABLE
__42-,163,2,VARIABLE
NETClientConnection,163,2,VARIABLE
evaluateCrazyIvan46,163,2,VARIABLE
_block_invoke,163,2,VARIABLE
CI46,163,2,VARIABLE
Hit,163,2,VARIABLE
by,163,2,VARIABLE
torpedo,163,2,VARIABLE
!,163,2,VARIABLE
QQ.10018,163,2,VARIABLE
tc22491,163,1,VARIABLE
:8080,163,2,VARIABLE
35286,66,1,STATIC
132,12,1,STATIC
21:07:16.729,96,1,VARIABLE
135670,145,1,VARIABLE
713439.104232,125,1,VARIABLE
713439.104255,55,1,VARIABLE
713493.575563,188,1,VARIABLE
1843,150,1,STATIC
22:29:26.099,-1,1,VARIABLE
978,164,1,VARIABLE
1,92,1,VARIABLE
113,58,1,STATIC
24144,58,1,STATIC
WeChat,58,1,STATIC
0x7fa824145a00,147,1,VARIABLE
0x7fa825dafc00,147,1,VARIABLE
2019353517,187,1,STATIC
Cocoa,56,6,STATIC
scripting,56,6,STATIC
error,56,6,STATIC
for,56,6,STATIC
'0x00660011,56,1,VARIABLE
',56,6,STATIC
:,56,6,STATIC
four,56,12,STATIC
character,56,6,STATIC
codes,56,6,STATIC
must,56,6,STATIC
be,56,6,STATIC
characters,56,6,STATIC
long,56,6,STATIC
.,56,6,STATIC
'0x0067000f,56,1,VARIABLE
'0x00670033,56,1,VARIABLE
Cocoa,177,9,STATIC
scripting,177,9,STATIC
error,177,9,STATIC
for,177,9,STATIC
'0x03600009,177,1,VARIABLE
',177,9,STATIC
:,177,9,STATIC
four,177,18,STATIC
character,177,9,STATIC
codes,177,9,STATIC
must,177,9,STATIC
be,177,9,STATIC
characters,177,9,STATIC
long,177,9,STATIC
.,177,9,STATIC
'0x0360001f,177,1,VARIABLE
Cocoa,88,5,STATIC
scripting,88,5,STATIC
error,88,5,STATIC
for,88,5,STATIC
'0x03f20026,88,1,STATIC
',88,5,STATIC
:,88,5,STATIC
four,88,10,STATIC
character,88,5,STATIC
codes,88,5,STATIC
must,88,5,STATIC
be,88,5,STATIC
characters,88,5,STATIC
long,88,5,STATIC
.,88,5,STATIC
'0x009a0005,88,1,STATIC
Cocoa,201,3,STATIC
scripting,201,3,STATIC
error,201,3,STATIC
for,201,3,STATIC
'0x00990013,201,1,VARIABLE
',201,3,STATIC
four,201,6,STATIC
character,201,3,STATIC
codes,201,3,STATIC
must,201,3,STATIC
be,201,3,STATIC
characters,201,3,STATIC
long,201,3,STATIC
.,201,3,STATIC
'0x00690003,56,1,VARIABLE
Cocoa,28,4,STATIC
scripting,28,4,STATIC
error,28,4,STATIC
for,28,4,STATIC
'0x006a0061,28,1,STATIC
',28,4,STATIC
:,28,4,STATIC
four,28,8,STATIC
character,28,4,STATIC
codes,28,4,STATIC
must,28,4,STATIC
be,28,4,STATIC
characters,28,4,STATIC
long,28,4,STATIC
.,28,4,STATIC
'0x006a00a6,28,1,STATIC
'0x006a00a7,28,1,STATIC
'0x006a00b2,28,1,STATIC
'0x006d0002,56,1,VARIABLE
Cocoa,92,7,STATIC
scripting,92,7,STATIC
error,92,7,STATIC
for,92,7,STATIC
'0x00b20001,92,1,VARIABLE
',92,7,STATIC
four,92,14,STATIC
character,92,7,STATIC
codes,92,7,STATIC
must,92,7,STATIC
be,92,7,STATIC
characters,92,7,STATIC
long,92,7,STATIC
.,92,7,STATIC
'0x03ef000d,177,1,VARIABLE
Cocoa,141,6,STATIC
scripting,141,6,STATIC
error,141,6,STATIC
for,141,6,STATIC
'0x00b8fffe,141,1,VARIABLE
',141,6,STATIC
:,141,6,STATIC
four,141,12,STATIC
character,141,6,STATIC
codes,141,6,STATIC
must,141,6,STATIC
be,141,6,STATIC
characters,141,6,STATIC
long,141,6,STATIC
.,141,6,STATIC
'0x00bb0001,92,1,VARIABLE
'0x00bc0007,92,1,VARIABLE
Cocoa,124,5,STATIC
scripting,124,5,STATIC
error,124,5,STATIC
for,124,5,STATIC
'0x00c1000a,124,1,STATIC
',124,5,STATIC
:,124,5,STATIC
four,124,10,STATIC
character,124,5,STATIC
codes,124,5,STATIC
must,124,5,STATIC
be,124,5,STATIC
characters,124,5,STATIC
long,124,5,STATIC
.,124,5,STATIC
Cocoa,195,7,STATIC
scripting,195,7,STATIC
error,195,7,STATIC
for,195,7,STATIC
'0x00c40027,195,1,VARIABLE
',195,7,STATIC
:,195,7,STATIC
four,195,14,STATIC
character,195,7,STATIC
codes,195,7,STATIC
must,195,7,STATIC
be,195,7,STATIC
characters,195,7,STATIC
long,195,7,STATIC
.,195,7,STATIC
'0x00c5000c,124,1,STATIC
'0x00e80002,177,1,VARIABLE
'0x03eb0001,177,1,VARIABLE
'0x006f0001,56,1,VARIABLE
'0x00730020,92,1,VARIABLE
'0x007c000c,92,1,VARIABLE
'0x007c0018,92,1,VARIABLE
'0x007d000e,92,1,VARIABLE
Cocoa,31,2,STATIC
scripting,31,2,STATIC
error,31,2,STATIC
'0x008b036a,31,1,VARIABLE
',31,2,STATIC
four,31,4,STATIC
character,31,2,STATIC
codes,31,2,STATIC
must,31,2,STATIC
be,31,2,STATIC
characters,31,2,STATIC
long,31,2,STATIC
'0x008b6fb5,141,1,VARIABLE
'0x008b0360,31,1,VARIABLE
Cocoa,173,2,STATIC
scripting,173,2,STATIC
error,173,2,STATIC
for,173,2,STATIC
'0x008bdeaa,173,1,STATIC
',173,2,STATIC
four,173,4,STATIC
character,173,2,STATIC
codes,173,2,STATIC
must,173,2,STATIC
be,173,2,STATIC
characters,173,2,STATIC
long,173,2,STATIC
.,173,2,STATIC
'0x008bdeb0,173,1,STATIC
'0x01f60001,141,1,VARIABLE
'0x01f90004,88,1,STATIC
'0x02080000,177,1,VARIABLE
'0x02100004,177,1,VARIABLE
'0x02120000,177,1,VARIABLE
'0x02120002,177,1,VARIABLE
Cocoa,66,2,STATIC
scripting,66,2,STATIC
error,66,2,STATIC
for,66,2,STATIC
'0x023b0003,66,1,STATIC
',66,2,STATIC
four,66,4,STATIC
character,66,2,STATIC
codes,66,2,STATIC
must,66,2,STATIC
be,66,2,STATIC
characters,66,2,STATIC
long,66,2,STATIC
.,66,2,STATIC
'0x023d0001,66,1,STATIC
Cocoa,153,4,STATIC
scripting,153,4,STATIC
error,153,4,STATIC
for,153,4,STATIC
'0x02410003,153,1,STATIC
',153,4,STATIC
:,153,6,STATIC
four,153,8,STATIC
character,153,4,STATIC
codes,153,4,STATIC
must,153,4,STATIC
be,153,4,STATIC
characters,153,4,STATIC
long,153,4,STATIC
.,153,4,STATIC
'0x02420002,153,1,STATIC
'0x02420006,153,1,STATIC
Cocoa,189,3,STATIC
scripting,189,3,STATIC
error,189,3,STATIC
'0x02470032,189,1,VARIABLE
',189,3,STATIC
four,189,6,STATIC
character,189,3,STATIC
codes,189,3,STATIC
must,189,3,STATIC
be,189,3,STATIC
characters,189,3,STATIC
long,189,3,STATIC
'0x02470045,189,1,VARIABLE
'0x0247ffe9,189,1,VARIABLE
Cocoa,-1,3,VARIABLE
scripting,-1,3,VARIABLE
error,-1,3,VARIABLE
'0x0249002a,-1,1,VARIABLE
four,-1,6,VARIABLE
character,-1,3,VARIABLE
codes,-1,3,VARIABLE
must,-1,3,VARIABLE
characters,-1,3,VARIABLE
long,-1,3,VARIABLE
'0x024a00b2,-1,1,VARIABLE
'0x025c0009,195,1,VARIABLE
'0x0261fffd,195,1,VARIABLE
'0x02640011,195,1,VARIABLE
'0x0268000a,-1,1,VARIABLE
'0x02720002,195,1,VARIABLE
'0x02740004,195,1,VARIABLE
'0x02cc0000,124,1,STATIC
'0x02d10001,124,1,STATIC
Cocoa,113,3,STATIC
scripting,113,3,STATIC
error,113,3,STATIC
'0x02770011,113,1,VARIABLE
',113,3,STATIC
four,113,6,STATIC
character,113,3,STATIC
codes,113,3,STATIC
must,113,3,STATIC
be,113,3,STATIC
characters,113,3,STATIC
long,113,3,STATIC
'0x02780026,113,1,VARIABLE
'0x027b0006,113,1,VARIABLE
'0x027e0001,195,1,VARIABLE
'0x02801000,153,1,STATIC
'0x02950006,201,1,VARIABLE
'0x0295001d,201,1,VARIABLE
'0x029f0014,88,1,STATIC
'0x029f003a,88,1,STATIC
'0x02a60001,141,1,VARIABLE
'0x02b60001,141,1,VARIABLE
'0x02b70006,141,1,VARIABLE
'0x02cb000d,124,1,STATIC
.sdef,25,1,VARIABLE
warning,25,1,VARIABLE
argument,25,1,VARIABLE
``,25,1,VARIABLE
of,25,1,VARIABLE
command,25,1,VARIABLE
'can,25,1,VARIABLE
continue,25,1,VARIABLE
previous,25,1,VARIABLE
list,25,1,VARIABLE
suite,25,1,VARIABLE
'Microsoft,25,1,VARIABLE
Word,25,1,VARIABLE
Suite,25,1,VARIABLE
'4023,25,1,VARIABLE
is,25,1,VARIABLE
a,25,1,VARIABLE
valid,25,1,VARIABLE
type,25,1,VARIABLE
name,25,1,VARIABLE
